Metric,Company,Year,Values,Source,Existing,Checked
Newsweek+Energy Productivity,"Amazon.com, Inc.",2016,0,https://wikirate.org/~2626005,,
Newsweek+Energy Productivity,"Amazon.com, Inc.",2015,0,,,
Good Company Index+Good Steward Score,"Amazon.com, Inc.",2014,-2,https://wikirate.org/~61577,,
Good Company Index+Good Steward Score,"Amazon.com, Inc.",2012,0,https://wikirate.org/~61598,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)","Amazon.com, Inc.",2019,5760000,https://sustainability.aboutamazon.co.uk/2021-sustainability-report.pdf,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)","Amazon.com, Inc.",2019,5270000,https://sustainability.aboutamazon.co.uk/2021-sustainability-report.pdf,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)","Amazon.com, Inc.",2019,39910000,https://sustainability.aboutamazon.co.uk/2021-sustainability-report.pdf,new,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)","Amazon.com, Inc.",2020,9620000,https://sustainability.aboutamazon.co.uk/2021-sustainability-report.pdf,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)","Amazon.com, Inc.",2020,5270000,https://sustainability.aboutamazon.co.uk/2021-sustainability-report.pdf,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)","Amazon.com, Inc.",2020,45750000,https://sustainability.aboutamazon.co.uk/2021-sustainability-report.pdf,new,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)","Amazon.com, Inc.",2021,12110000,https://sustainability.aboutamazon.co.uk/2021-sustainability-report.pdf,fixed,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)","Amazon.com, Inc.",2021,4070000,https://sustainability.aboutamazon.co.uk/2021-sustainability-report.pdf,fixed,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)","Amazon.com, Inc.",2021,55360000,https://sustainability.aboutamazon.co.uk/2021-sustainability-report.pdf,fixed,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Apple Inc.,2020,47430,https://wikirate.org/~12129750,no,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Apple Inc.,2020,0,https://wikirate.org/~12129750,no,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Apple Inc.,2020,22550000,https://wikirate.org/~12129750,no,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Apple Inc.,2019,52730,https://wikirate.org/~6704931,no,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Apple Inc.,2019,0,https://wikirate.org/~6704931,no,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Apple Inc.,2019,24980160,https://wikirate.org/~6704931,no,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Apple Inc.,2018,54590,https://wikirate.org/~5666795,no,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Apple Inc.,2018,8730,https://wikirate.org/~5684363,no,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Apple Inc.,2018,25120500,https://wikirate.org/~5684363,no,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Apple Inc.,2017,47050,https://wikirate.org/~3508300,fixed,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Apple Inc.,2017,36250,https://wikirate.org/~3508300,fixed,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Apple Inc.,2017,27330000,,fixed,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Apple Inc.,2016,54519,https://wikirate.org/~3483308,no,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Apple Inc.,2016,41600,https://wikirate.org/~3483308,no,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Apple Inc.,2015,45303,https://wikirate.org/~3483300,no,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Apple Inc.,2015,378790,https://wikirate.org/~3483300,no,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Apple Inc.,2014,56702,,no,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Apple Inc.,2014,317932,https://wikirate.org/~2603347,no,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Apple Inc.,2021,55200,,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Apple Inc.,2021,2780,,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Apple Inc.,2021,23130000,,new,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Google Inc.,2017,66549,https://wikirate.org/~5403841,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Google Inc.,2017,509334,https://wikirate.org/~5403841,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Google Inc.,2016,66218,https://wikirate.org/~5403859,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Google Inc.,2016,1518643,https://wikirate.org/~5403859,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Google Inc.,2017,2719024,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Google Inc.,2018,63521,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Google Inc.,2018,684236,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Google Inc.,2018,12900467,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Google Inc.,2019,66686,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Google Inc.,2019,794267,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Google Inc.,2019,11669000,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Google Inc.,2020,38694,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Google Inc.,2020,911415,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Google Inc.,2020,9376000,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Google Inc.,2021,45073,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Google Inc.,2021,1823132,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Google Inc.,2021,9503000,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Scope_2_location,Google Inc.,2017,3301392,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Scope_2_location,Google Inc.,2018,4344686,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Scope_2_location,Google Inc.,2019,5116949,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Scope_2_location,Google Inc.,2020,5865095,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Scope_2_location,Google Inc.,2021,6576239,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Emission_reduction_renewable_PPAs,Google Inc.,2017,-2792058,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Emission_reduction_renewable_PPAs,Google Inc.,2018,-3660450,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Emission_reduction_renewable_PPAs,Google Inc.,2019,-4322682,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Emission_reduction_renewable_PPAs,Google Inc.,2020,-4953680,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Emission_reduction_renewable_PPAs,Google Inc.,2021,-4753107,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Emission_compensated_carbon_credits,Google Inc.,2017,-931943,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Emission_compensated_carbon_credits,Google Inc.,2018,-1211224,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Emission_compensated_carbon_credits,Google Inc.,2019,-1402953,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Emission_compensated_carbon_credits,Google Inc.,2020,-1163109,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Emission_compensated_carbon_credits,Google Inc.,2021,-2004205,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Renewable_energy_use_PPA_onsite,Google Inc.,2017,6244788,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Renewable_energy_use_PPA_onsite,Google Inc.,2018,8246508,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Renewable_energy_use_PPA_onsite,Google Inc.,2019,9721283,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Renewable_energy_use_PPA_onsite,Google Inc.,2020,12076382,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Renewable_energy_use_PPA_onsite,Google Inc.,2021,14118248,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Renewable_energy_use_grid,Google Inc.,2017,1364301,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Renewable_energy_use_grid,Google Inc.,2018,1857787,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Renewable_energy_use_grid,Google Inc.,2019,2515915,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Renewable_energy_use_grid,Google Inc.,2020,3062161,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
Renewable_energy_use_grid,Google Inc.,2021,4168895,https://www.gstatic.com/gumdrop/sustainability/google-2022-environmental-report.pdf,new,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2021,3370000,https://wikirate.org/~12621783,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2021,1610000,https://wikirate.org/~12621783,fixed,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Nestle,2021,113720000,https://wikirate.org/~12621783,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2020,3260000,https://wikirate.org/~12621783,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2020,2000000,https://wikirate.org/~8042611,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Nestle,2020,114000000,https://wikirate.org/~8042914,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2019,3300000,https://wikirate.org/~5994074,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2019,2305914,https://wikirate.org/~5994074,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Nestle,2019,107411104,https://wikirate.org/~8042914,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2018,3300000,https://wikirate.org/~5340305,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2018,2500000,https://wikirate.org/~5340305,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Nestle,2018,107411104,https://wikirate.org/~5340360,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2017,3500000,https://wikirate.org/~3530204,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2017,3000000,https://wikirate.org/~3530204,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Nestle,2017,103652193,https://wikirate.org/~3534741,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2016,3607901,https://wikirate.org/~950141,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2016,3482617,https://wikirate.org/~3530264,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Nestle,2016,105792761,https://wikirate.org/~5994469,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2015,3700000,https://wikirate.org/~950141,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2015,3700000,https://wikirate.org/~950141,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Nestle,2015,112843670,https://wikirate.org/~5994442,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2014,3814214,https://wikirate.org/~950141,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2014,3800000,https://wikirate.org/~950141,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Nestle,2014,111228768,https://wikirate.org/~5994521,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2013,3985115,https://wikirate.org/~2433924,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2013,3814017,https://wikirate.org/~2433924,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Nestle,2013,95137141,https://wikirate.org/~5994271,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2012,3706080,https://wikirate.org/~5994547,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2012,3391319,https://wikirate.org/~5994547,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Nestle,2012,65590503,https://wikirate.org/~5994547,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2011,3806467,https://wikirate.org/~5994596,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2011,3233547,https://wikirate.org/~5994596,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Nestle,2011,2691264,https://wikirate.org/~5994596,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2010,3833273,https://wikirate.org/~5994074,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2010,3242939,https://wikirate.org/~5994074,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Nestle,2010,52521636,https://wikirate.org/~5994582,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2009,3976158,https://wikirate.org/~5994074,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2009,2998935,https://wikirate.org/~5994074,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",Nestle,2009,50985651,https://wikirate.org/~5994568,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",Nestle,2008,4100000,https://wikirate.org/~5994066,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",Nestle,2008,3000000,https://wikirate.org/~5994066,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",GlaxoSmithKline,2021,156000,https://wikirate.org/~13009012,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",GlaxoSmithKline,2021,458000,https://wikirate.org/~13009012,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",GlaxoSmithKline,2020,764000,https://wikirate.org/~12186992,fixed,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",GlaxoSmithKline,2020,227000,https://wikirate.org/~11520988,fixed,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",GlaxoSmithKline,2020,13456000,https://wikirate.org/~11520988,fixed,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",GlaxoSmithKline,2019,800000,https://wikirate.org/~6011356,fixed,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",GlaxoSmithKline,2019,523000,https://wikirate.org/~6011356,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",GlaxoSmithKline,2019,14620000,https://wikirate.org/~6011356,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",GlaxoSmithKline,2018,865000,https://wikirate.org/~5701870,fixed,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",GlaxoSmithKline,2018,606000,https://wikirate.org/~5701870,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",GlaxoSmithKline,2018,16335000,https://wikirate.org/~5701870,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",GlaxoSmithKline,2017,865000,https://wikirate.org/~3495617,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",GlaxoSmithKline,2017,694000,https://wikirate.org/~3495617,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",GlaxoSmithKline,2017,18153000,https://www.gsk.com/media/5886/esg-performance-summary-2019.pdf,new,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",GlaxoSmithKline,2016,889000,https://wikirate.org/~3495617,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",GlaxoSmithKline,2016,700000,https://wikirate.org/~3495617,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",GlaxoSmithKline,2016,16335000,,new,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",GlaxoSmithKline,2015,885000,https://wikirate.org/~3495617,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",GlaxoSmithKline,2015,730000,https://wikirate.org/~3495617,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",GlaxoSmithKline,2010,1011000,https://wikirate.org/~3495617,fixed,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",GlaxoSmithKline,2010,962000,https://wikirate.org/~3495617,fixed,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",AP Moller - Maersk,2021,36863000,https://wikirate.org/~12652844,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",AP Moller - Maersk,2021,331000,https://wikirate.org/~12652844,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",AP Moller - Maersk,2021,39436000,https://wikirate.org/~12652844,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",AP Moller - Maersk,2020,33902000,https://wikirate.org/~12652844,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",AP Moller - Maersk,2020,335000,https://wikirate.org/~12652844,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3), GRI 305-3 (formerly G4-EN17-a)",AP Moller - Maersk,2020,36487000,https://wikirate.org/~12652844,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",AP Moller - Maersk,2019,36204000,https://wikirate.org/~12652844,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",AP Moller - Maersk,2019,348000,https://wikirate.org/~12652844,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",AP Moller - Maersk,2018,38826000,https://wikirate.org/~5340219,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",AP Moller - Maersk,2018,339000,https://wikirate.org/~5340219,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",AP Moller - Maersk,2017,35579000,https://wikirate.org/~3362432,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",AP Moller - Maersk,2017,402000,https://wikirate.org/~3362432,,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",AP Moller - Maersk,2016,35917000,https://wikirate.org/~3362432,,
"Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2), GRI 305-2 (formerly G4-EN16-a)",AP Moller - Maersk,2016,252000,https://wikirate.org/~3362432,,
Scope_2_location,AP Moller - Maersk,2020,324000,https://www.maersk.com/~/media_sc9/maersk/corporate/sustainability/files/resources/2022/maersk-sustainability-report_2022.pdf,new,
Scope_2_location,AP Moller - Maersk,2021,351000,https://www.maersk.com/~/media_sc9/maersk/corporate/sustainability/files/resources/2022/maersk-sustainability-report_2022.pdf,new,
Scope_2_location,AP Moller - Maersk,2022,356000,https://www.maersk.com/~/media_sc9/maersk/corporate/sustainability/files/resources/2022/maersk-sustainability-report_2022.pdf,new,
"Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1), GRI 305-1-a (formerly G4-EN15-a)",AP Moller - Maersk,2022,34150000,https://www.maersk.com/~/media_sc9/maersk/corporate/sustainability/files/resources/2022/maersk-sustainability-report_2022.pdf,new,
